"title_vec"	"p_value"	"TransmissionRate"	"adj_p_value"	"p_value_sq"	"adj_p_value_sq"	"TotalKernelFull"	"TotalKernelEnds"
"Y68-2x1_inference.xml"	0.284088910815948	0.529837251356239	0.992534119584991	0.464330492363333	0.981213502546689	553	501
"X460L-1x402_inference.xml"	0.284999082909404	0.496332518337408	0.992534119584991	0.522283096077254	0.988335357989696	409	379
"Y15-5x1_inference.xml"	0.289501154921184	0.525386313465784	0.999961054457117	0.581976543908204	0.988335357989696	453	409
"B571-3x2_inference.xml"	0.290902695072763	0.499047619047619	0.999961054457117	0.542200439559232	0.988335357989696	525	471
"Y43-5x1_inference.xml"	0.294417504578658	0.496503496503497	0.999961054457117	0.570992122278376	0.988335357989696	429	396
"Y206G-2x1_inference.xml"	0.295178878650778	0.501408450704225	0.999961054457117	0.345509161353446	0.967389420544696	355	329
"Y69-3x1_inference.xml"	0.297189275506702	0.502577319587629	0.999961054457117	0.120975973982374	0.923585338981007	388	356
"Y26-1x1_inference.xml"	0.300550092963667	0.508426966292135	0.999961054457117	0.580852443630356	0.988335357989696	356	326
"Y50G-5x1_inference.xml"	0.301314915663984	0.550209205020921	0.999961054457117	0.457305553992872	0.978941552889941	478	438
"X491-5x402_inference.xml"	0.303455059854245	0.517073170731707	0.999961054457117	0.600310602789853	0.988335357989696	410	376
"Y203-2x1_inference.xml"	0.304226125605166	0.529411764705882	0.999961054457117	0.339260874421369	0.967389420544696	272	239
"Y43-4x1_inference.xml"	0.30658649339148	0.536529680365297	0.999961054457117	0.527556649209782	0.988335357989696	438	399
"Y82-7x1_inference.xml"	0.310353667208517	0.511879049676026	0.999961054457117	0.455702631470581	0.978941552889941	463	417
"A221-2x102_inference.xml"	0.311160652280835	0.530259365994236	0.999961054457117	0.611460420740774	0.988335357989696	347	336
"Y289C-7x1_inference.xml"	0.312649212259722	0.506930693069307	0.999961054457117	0.329612945627208	0.967389420544696	505	458
"X490-3x402_inference.xml"	0.314703909004349	0.483516483516484	0.999961054457117	0.573382365181772	0.988335357989696	364	334
"Y88-1x1_inference.xml"	0.315494286186736	0.491400491400491	0.999961054457117	0.166261534716475	0.927404175584542	407	364
"Y19-3x1_inference.xml"	0.316954094954736	0.480565371024735	0.999961054457117	0.162231832104673	0.927404175584542	283	258
"X463A-1x402_inference.xml"	0.317717913962501	0.554016620498615	0.999961054457117	0.405214284604883	0.967389420544696	361	333
"X469A-2x402_inference.xml"	0.317757041738876	0.526690391459075	0.999961054457117	0.475933638691518	0.982475847743477	281	262
"B560-3x2_inference.xml"	0.320652207559863	0.485849056603774	0.999961054457117	0.429034955890171	0.967389420544696	424	378
"Y27-5x1_inference.xml"	0.321530769182175	0.470588235294118	0.999961054457117	0.59152292637353	0.988335357989696	459	418
"X480A-4x402_inference.xml"	0.321870422973431	0.496951219512195	0.999961054457117	0.617403255232232	0.98950996877675	328	297
"Y83-5x1_inference.xml"	0.323211646174405	0.518672199170125	0.999961054457117	0.0955812203364762	0.881954591789371	482	435
"A11-2x102_new_new_inference.xml"	0.323909992896954	0.448979591836735	0.999961054457117	0.471699516510859	0.981213502546689	441	405
"Y43-1x1_inference.xml"	0.32432456743626	0.553615960099751	0.999961054457117	0.599550161100858	0.988335357989696	401	377
"Z230-4x1_inference.xml"	0.32544324635364	0.530864197530864	0.999961054457117	0.495345982017873	0.98806696329283	486	444
"Y201-4x1_inference.xml"	0.327175565202875	0.504132231404959	0.999961054457117	0.0323439967270728	0.861077323794592	363	328
"A21-8x102_inference.xml"	0.32826042854693	0.539877300613497	0.999961054457117	0.335834561592608	0.967389420544696	326	309
